movie_id,title,rating,comment,helpful_count,helpful_total,has_spoiler
tt0048287,Rousing tale of the heroes of the Alamo,9.0,"As the story goes...when John Wayne was at Republic Studioes, he approached owner Herbert J. Yates with the idea of a movie about the Alamo, in which he would play Davy Crockett. Yates turned him down and Wayne left the studio(eventually making ""The Alamo"" in 1960, on his own.) Yates, supposedly, to spite Wayne decided to make an Alamo movie.  It was probably convenient that the ""Crockett"" craze was in full bloom at the time. What resulted was a very good epic(by Republic proportions) of Jim Bowie at the Alamo. Hayden leads a magnificent cast, and Hunnicut gives us a different 'type' of Davy Crockett(maybe to spite Wayne?) Action scenes are done on a grand scale, and the drama of lost love and love found work well.  One of the better historical westerns of the 50s.",16,20,False
tt0048287,The Part John Wayne Lost,8.0,"Studio politics prevented John Wayne from getting the role he coveted.Wayne would have to wait nearly a decade before he would put his own vision of the Alamo on the silver screen. The film is magnificent and told remarkable for its era (a) with a recognition that Mr Bowie having married into the Mexican elite had become an assimilato, a naturalized Mexicano, (b) with sympathy for the Mexican viewpoint and (c) with respect for General Santa Ana. The Travis of this version is not nearly the superbly arrogant martinet of the Wayne film nor the dummy who matures in combat of the more recent edition.Regrettably unlike the Wayne film, this version omits the heroine of the story who knitted the Alamo flag-- the Mexican tricolor with the legend 1824 for the liberal constitution for which the Texans fought. Cut off by the Mexicans, the Alamo defenders would never have known of the declaration of independence or the adoption of the Lone Star flag.Yet as the story of heroism against the odds, Last Command is first rate.",16,19,False
tt0048287,Even worse than John Wayne,1.0,"It doesn't seem possible that an Alamo movie could be worse than John Wayne's great bomb, but this movie is. Sterling Hayden may be the only believable actor and just barely. The supposed 'friendship' between Bowie and Santa Anna?! But one of a host of trite disasters. Only good for a late night laugh and just barely. The physical lay out of the Alamo is not realistic, but the death of the ""Big Three"" is better than Wayne's version--although similar. It's too bad because the story of the Alamo deserved a better treatment. This script shows that it was hacked out when Wayne turned down the movie. Too bad Republic pictures didn't fold before this turkey flew or flopped!",4,18,True
tt0048287,Inaccurate history...enjoyable film!!!,8.0,"While this is another of the ""historically inaccurate"" versions of the Texas Revolution and the Battle of the Alamo, I have enjoyed watching this movie since I was a young boy. This movie, and Disney's ""Davy Crockett"", inspired a life-long passion in me to learn the truth behind the real story of the Alamo. Sterling Hayden, as Jim Bowie, is the central figure of the film. The film depicts Bowie's gradual change from loyal Mexican citizen (and good friend of Mexican leader, Santa Anna) to a leader of the Texas Revolution. While historically inaccurate, the final battle scenes of the Alamo are exciting and well-filmed. My favorite moment is a shot of Mexican infantry and cavalry charging the fort as the defenders open fire. Be sure to watch for Arthur Hunnicutt as Davy (David) Crockett...His performance, while not quite true to Crockett's character, is still fun to watch.",12,18,False
tt0048287,"Not a minute is wasted in the script, music and acting to enhance the best portrayal on screen of the two sides that confront in an unbettered action at the Alamo.",10.0,"Max Steiners stirring melodic score gives the already wonderful script and superb acting the icing on the cake to this tale of more truth than fiction. Outlining both sides of the confrontation before the final outcome. Giving reason and substance to the characters not just lifeless figureheads fighting against ghosts as in the later production. Some of the finest action sequences ever filmed in a western are in the final scenes, while the story and action keeps your attention all thru' the film, not just a wait for the end battle. The principal actors were made for the part.This film deserves a better place in noteriaty and film history.I rate this in my top ten westerns, yes maybe top five.",14,17,False
tt0048287,A victim of studio politics.,,"Commentator ""bux"" is right that John Wayne wanted to do this picture and that Republic Studio boss Herbert Yates refused.  But as I understand it, Yates nixed the idea because Wayne refused to accept his suggested co-star, the East European figureskater turned bad actress (and Yates's mistress and later wife), Vera Hruba Ralston.  It's lucky for us that they didn't agree because Wayne's own film of the Alamo in 1960, though hokey, was infinitely superior to the Republic version.",4,16,False
tt0048287,A different perspective,,"Previous posters have covered the back history of this film...some inaccurately, by the way. First of all, the Bracketville set for this film is NOT the same one used by John Wayne five years later. And WHAT a difference a few hundred miles make! Bracketville is about two hours southwest of SA, and looks NOTHING like the actual location. San Antonio is not in the desert - it's green. The SA River is basically a ditch in its natural state, not a ""majestic"" waterway. SA is at the base of the Hill Country - small rolling hills, covered ""lushly"" with green live oak trees. Disney's more recent ""The Alamo,"" while pretty bad, at least filmed in the proper terrain (albeit closer to Austin, than San Antonio).Interesting that the Alamo first appears an hour and fifteen minutes into this film. It plays a secondary role, in some aspects.(I wonder if the 1800s natives called the city ""San Antone"" as often as they do in this movie. It's not a phrase used today - it's likely to instigate derision if uttered by a tourista in 2009. It's akin to referring to ""San Francisco"" with the horrid ""Frisco""...it doesn't play well with the citizens.) Not being an historian, I can't comment on the accuracy of the film - others have covered that aspect. I will say that Hunnicutt's version of Crockett is cartoonish, at best. Most of the ""famous"" moments play in an overly-dramatic way. I suppose that is inevitable.As an aside, the reasons that Ron Howard pulled out of directing the recent version of ""The Alamo,"" are quite a story, on their own.Most historians agree that the novel, 'The Gates of the Alamo,"" is a great and accurate depiction.",9,15,False
tt0048287,Pretty good.,8.0,"This film is different from the John Wayne film ""The Alamo"" because instead of focusing on action, ""The Last Command"" focuses on the causes of the War for Texan Independence that led up to the Alamo. Because of this, the movie puts a context for the rebellion--something that wasn't all too clear in Wayne's huge epic. While not all the reasons are explored (there were Texans who wanted to bring slavery into the territory--something Mexican law did not allow), the dictatorial policies of President Santa Ana were explored. History does record that Santa Ana was a rather inept leader and he sure did do a lot to encourage the revolution--not just in Texas but in other Mexican states.Sterling Hayden plays James Bowie--the man who popularized a knife now known after him and one of the leaders at the Alamo. Unlike what I expected, Bowie was played as a very even-tempered man--a man who was initially unsure which side he was on in the war. Slowly, Bowie sees Santa Ana's excesses as justification for independence and I appreciated how he wasn't played as some macho hot-head. As far as the historical accuracy of the film, it's not easy to do a film on the life of Bowie, as there really isn't a huge amount of information about the man. Oddly, however, what history does record about Bowie is generally not discussed in the film--such as the deaths of his wife and children in the years preceding the Battle of the Alamo. But, there are no major historical flaws, either--a plus.Earlier I mentioned John Wayne's film, ""The Alamo"". While I think the Wayne film is better than most give it credit for, it is very odd that he sank so much energy and cash into making this film just five years after ""The Last Command"". And, both films are nearly equal in quality--though ""The Last Command"" cost a small fraction of the 1960 film and was a bit less long-winded--giving much more bang for the buck. ""The Alamo"" is better showing the grandness of the battle. It had a lot of extras playing Mexican soldiers, while ""The Last Command"" clearly only had a hundred or so extras dressed in Mexican uniforms in order to save money! But, ""The Last Command"" is also clearly better when it comes to portraying individuals and the reasons for the war--making it a much more personal and enjoyable film for me. The only part of the film I really disliked was the macho bull crap fight between Hayden and Ernest Borgnine near the beginning of the film--wow did that come off as stupid!",10,13,False
tt0048287,Good Action Film,,"Frankly, I don't watch movies expecting to see historical accuracy. Movies are basically a commercial product marketed to earn a profit, which means pleasing as large an audience as possible. So, if there's a conflict between historical accuracy and constructing a more saleable story, we know generally which factor will prevail. That's simply the way our capitalistic system works. Thus, well-intended folks should not be surprised at the liberties taken in this supposed account of events surrounding the siege of the Alamo.That being said, I thought the movie was very enjoyable. I thought so back in 1955, and again the other night on TMC. It's a good lively cast. Hayden may not have liked his role, but he's motivated nonetheless—catch how much he puts into the emotional exhaustion when he raps in vain on a door and then faces the camera in near collapse. That's probably the most animated this fan of Hayden's has seen him in any movie. The under-rated Richard Carlson also delivers as Hayden's rival, and of course there's the inspired casting of Hunnicutt as Davy Crockett at a time when Disney's Crockett dominated the big screen and the pop music charts too. In fact, Hunnicutt's little speech after arriving at the fort amounts to a masterpiece of down-home eloquence. And Russell Simpson's parson of-very-few- words is just the kind of no-nonsense character you'd expect to find among a band of back- woodsmen. Too bad, however, that commercial factors required Alberghetti's role. She's fine as the teenage aristocrat, but the sub-plot pairing her with the very mature Hayden amounts to the movie's biggest drawback. One thing lowly Republic was good at is action sequences. Here the battle scenes and spectacle are outstanding—the collapsing parapet is both surprising and especially well done. For sure, the studio knew how to get the most out of limited resources, even as constraints show up around the edges, particularly with painted backdrops. Nonetheless, the enemy is treated with due respect, and I particularly liked the elegiac final scene with the traumatized women and children. It's just the kind of somber mood fitting for what has happened. Of course, Republic's reputation as a cowboy studio would never get its product much attention from either the press or the artistic community. Nonetheless, this is a surprisingly well-mounted and entertaining feature that can hold its own against bigger- budget action features of its day. Too bad, its many merits have been so generally overlooked.",11,12,False
tt0048287,"""The Last Command"" is better than average despite the budget",,"Old time director and Hollywood pioneer Frank Lloyd made his final picture (""The Last Command"") for Republic Pictures and he didn't have much of a budget to work with. Luckily, Lloyd knew his craft well and got the maximum effects he could despite the monetary restrictions. ""The Last Command"" is about the fall of the Alamo in 1836 and the main character is Jim Bowie (Sterling Hayden). Hayden supposedly hated this movie and his role in it, but then, Hayden hated nearly all his movies and all his roles, so it's all irrelevant. In fact, he does a fine job as Bowie and carries the film with his riveting performance. Also on hand are Arthur Hunnicut as a very backwoods-type Davy Crockett and Richard Carlson in the thankless role of the stuff-shirted Colonel William Travis. A young and attractive Anna Marie Alberghetti provides the love interest for Hayden and Ernest Borgnine also stars as one of the Alamo's more ferocious defenders. Rounding out the cast is J. Carrol Naish as a somewhat sympathetic General Santa Anna. The real Generalissimo was a ruthless scoundrel who was noted for executing defenseless prisoners; why he's portrayed here as a congenial fellow is beyond the limits of any historical truth. Also stretching reality is the film's depiction of Bowie and Santa Anna as long lost buddies. Despite these obvious plot line gaffes, the action sequences are brilliantly staged by director Lloyd and will satisfy most fans of the genre. Hayden went on to more complicated roles in his career, but according to his biographers, he mostly preferred sailing on his yacht with a well-stocked liquor cabinet. He never cared about his status in Hollywood and consequently his career never attained the heights that many had predicted for him. It's too bad he didn't get the chance to play the real Jim Bowie. That fellow was a slave-trading knife-wielding reckless adventurer who specialized in duels, Indian fighting and deadly barroom brawls. A nice guy he wasn't. As for the rest of the participants of this film, Anna Maria Alberghetti never became a huge star either, but she's still active in the business. Arthur Hunnicut enjoyed a long and successful career in both films and television. Of course, Ernest Borgnine's career has been near-legendary and he remains one of Hollywood's most formidable stars to this day.",10,11,True
tt0048287,Beautifu color and beautiful music ...seldom in one place,10.0,"I saw ""The Last Command"" twice in my hometown at the theater in 1955. In the 70's, I saw it several times on the late movies. In the 80's, I copied off the air and have watched it lots of times. My kids, (born in the ""70's""), as a rule don't like ""Westerns"". The three exceptions to that point of view, are three truly great movies: ""The Last Command"", ""Rio Bravo"" and ""Big Jake""...in any order you choose.In 1997, I bought the commercial video of ""The Last Command"" and still have it. Almost immediately, you ""fall in love"" with the simple melodies in the film. And later, the lush orchestrations of those simple melodies are even more beautiful. And the color, it's just marvelous. Another movie of about the same vintage (1954) with astounding color is ""The Far Country"" . You've never seen Alaska and the Canadian Rockies any better unless you've been there. Beautiful ""Blues"" and Intense ""Greens""...real ""sunshine"". Both films are well done.""The Last Command"" pays great honor to our ""Texas heroes"". Jim Bowie, David Crockett, General Santa Anna: all would have adored this film.",8,11,False
tt0048287,The Alamo Village,,"The movie was shot at what today is called ""The Alamo Village"" in Blackettville Texas. It was not built for the 1960 John Wayne film ""The Alamo"",but Wayne did add a few temporary buildings that were torn down after the film was done. The 1980's TV film "" The Alamo-13 days to Glory"" was also filmed there. The is only a very small John Wayne museum at the Village. It is almost 200 miles from the real Alamo. Unlike the 2004 film,this too had the battle of the Alamo fought in the daylight and not at night. But Hayden at least was the same size as the real Jim Bowie.The real Bowie was about 6 feet 6 as was Hayden. The story was that Republic wanted John Wayne to play Bowie,but he went to South America to look for a place to do this film and when came back he was ""fired"" by the studio.",4,10,False
tt0048287,Minor epic holds up well,,"Made in spite by Yates, well shot and mounted, replete with an excellent cast, 'The Last Command' still remains good value even if it rather pales besides Wayne's grandiose epic of just a few years later. The much underrated Hayden is superb as ""big Jim Bowie"" and Hunnicutt equally as good as Davy Crockett. Hayden has the ability to appear gentle, naive, rugged and brusque all at once - something few other actors, with perhaps the exception of Spencer Tracy, managed. Unfortunately Crockett and his 29 men don't appear until some way in. With only Hayden's latent dynamism really keeping things afloat, the first half an hour of the film is rather talkative in exposition, and it drags somewhat. Consuela de Quesada (Anna Marie Alberghetti) is a limp romantic foil to Bowie - I for one would be happy to have seen her written out and the structure tightened through her absence. Ernest Borgnine plays his small role with gusto - his confrontation with Bowie a standout scene in a film full of fighting, although his later genial acceptance of Bowie's superiority as a man is perhaps emphasised by the script too much for comfort.Steiner's music (and especially the superb title song) goes a long way in making events move smoothly towards the climax. For it's the Alamo Battle the bums on seats will have come to see, and here it is done well (although again not *as* well as Wayne would manage with considerable more time and resources later (although any comparison isn't too much to the present film's detriment).In short this is well worth seeing, and it provides a contemporarily staged contrast to the better-known epic which was to follow. I'd still like to see an historically accurate account of the events at the mission, though...",8,10,False
tt0048287,Republic Pictures take on the Alamo legend.,6.0,"Forget any adherence to historical facts, directed by Frank Lloyd and with a Warren Duff screenplay, The Last Command is a slow moving piece that uses Jim Bowie as its focal point. Starring Sterling Hayden (Bowie), Richard Carlson (William Travers), Arthur Hunnicutt (Davy Crockett), Ernest Borgnine (Mike Radin), J. Carrol Naish (Santa Ana), and Anna Maria Alberghetti (Consuela), the piece was a project long courted by John Wayne. However, Republic refused to sanction the type of budget the Duke wanted for his vision. So after offering him a nominal fee for a part, he refused and Republic promptly went on to make the film anyway. The final result is an interesting film that finally pays off for those having the patience and tolerance for patriotic flag waving.The story follows the battle of the Alamo in San Antonio in 1836, where brave Texans gave their life to become free of the Mexican rule, by defending the former mission station against overwhelming odds as the Mexican army of Santa Ana closed in for victory. The final battle is very well staged by Lloyd, and the acting, though not making the earth move, is very competent, particularly Hayden who does a nice line in tortured ruggedness. Max Steiner provides a zippy score and the low budget use of Trucolor doesn't affect the work of cinematographer Jack Marta. Safe and enjoyable as a story telling piece, if ultimately far from being a rousing spectacle fit for that particular part in history. 6/10",9,9,False
tt0048287,Bowie was a slave smuggler and trader,5.0,This is a disgusting tribute to a person who was a slave smuggler and trader. A slave trader. One of the worst types of human beings. Why such homage to such a despicable person.,3,8,False
tt0320691,Quit whining and enjoy yourselves.,,"I knew I was in trouble when I saw the previews for this film, I loved them.I know I would love this film. I knew that I would take much flack for loving this film. I know that I would not care. I did, I did and I don't. People who complain about films like this should spend more time at the library and less time at the cinema, and even less time telling everyone else how smart they are and how silly films like this are beneath them. Cut it out. Film is an art form about light, the lack of light and the bending of light, I thought the light was marvelous. What do you want from a film about a war between vampires and werewolves?, I know what I wanted and this film delivered. It was stylish, amusing and well paced. This film was a testament to people who know priorities, no big money star vehicles, just fine actors, young and old, wonderfully silly duologue, played straight, appropriate screeching metal music and lots of shooting and many scenes of Kate Beckensale doing her thing, marvelous. I adore Ms. Beckansale and this film almost allowed me to forgive her for ""Brokedown Palace""....almost. I can't wait for the sequel, I will be there when it opens, to blazes with all the snobby nae-Sayers who are unable to appreciate the genius of lines like ""You are acting like a pack of rabid dogs"" delivered, straight faced, by the disgusted head of the Lycon community and for the Amazing Ms Beckansale who managed to be every bit as sexy as she was in ""Haunted"" without removing any of her clothing...any of it, a true movie star if there ever was one.",222,324,False
tt0320691,Surprisingly good! I'm impressed!,8.0,"As soon as I saw the preview to this film I wrote it off as a silly Matrix rip-off trying to attack a subject that is so tired (vampires/werewolves). I really never had any intention of seeing Underworld until my girlfriend, who saw it in theaters, repeatedly suggested I watch it.  After watching the DVD just now I must say that I enjoyed it a lot.  I was completely into the story, which is surprisingly rich and engaging.  One would have to be a bit naïve not to admit that Underworld does indeed borrow from a variety of action films, most notably The Matrix.  It should be obvious to any free-thinking person that none of the ideas present in Underworld are original, but what this film does well is take ideas that were established in the past and build on them more.  This is by no means a carbon copy of any of the films from which it borrows from.  Slow motion gun battles didn't originate with the Matrix films.  The most refreshing aspect of this movie is the story, which surprisingly has many layers and puts a totally fresh new spin on the vampire/werewolf stories.  This aspect, along with the excellent visual effects makes Underworld an enjoyable experience.  A sequel for this is inevitable, and I must say that I'm really looking forward to it.  Underworld was a very pleasant surprise. *** out of **** stars",206,270,False
tt0320691,Better than people want to admit,7.0,"I can understand why some people were unwilling to give this movie a chance. I started out thinking, OK, so Anna Valerious from Van Helsing is now a female Blade! I was wrong! I also went in thinking it was going to be a push button movie with no real twists.Again I was wrong.I didn't really see the twist coming at the end (surprising, since I figured out who Kaiser Sosay was!) I liked this move for a lot of reasons. The darkness in the movie wasn't oppressive. The acting was good, and the story strong.I give it a 7 out of 10.",151,234,False
tt0320691,Ignore...,7.0,"Everything you've heard from the critics, everything you know about vampires and werewolves, everything that is standard in most fantasy/action films. Then you'll enjoy this film. I, unlike a lot of fans, will not claim that this is a move masterpiece, I will not claim that this will change movie making history. I, however, will go against the critics and say that this is a good film. Not getting a chance to see this in the cinema, when it came out on video I rented it out immediately. Now, at first, I could see what the critics meant it wasn't how the trailers depicted it and the script and acting in places was a bit rusty. I put it back and gave no more thought to it. However I soon found myself thinking about the film and the bits I'd enjoyed. I soon realised that this was good because it wasn't conventional and I couldn't stop thinking about it. There had been so many plot twists, so much to take in that I knew I had to see it a second time. This time I bought it, on DVD, and I found myself watching it again and again. This film gives you wonderful villains and just when you start to hate them something nastier comes along or they give you a motive which makes you confused. In one film the world which you are presented with at the beginning, Lycans (Werewolves) vrs. Vampires, is thrown into doubt. There are no longer good and evil, it is no longer this side versus this side and our hero Selene is stuck in the middle. The thing is every villain in this film seems to be fully justifiable in their actions yet completely nasty. I was trying, after falling in love with this film, to work out where it went wrong. I realised there was too much. You are thrown into this world and you have to keep up, there is no chance to sit down and work things out. That comes after seeing the film, this world explains itself through the characters actions. It is as if this world is real and we are meant to know about it already. Their is a history, their is a false history, their are legendary characters and not all of it is gone into in particular detail. Pieces of the world's history are just thrown in by the characters, as they would be in real life, with no long detailed explanation. That mixed with the cliff hanger ending, the promise of more characters from the past. MEans that even if you weren't sure about this film, the sequel Underworld: Evolution looks like it will be amazing.",96,130,False
tt0320691,Can't wait for the sequel!,8.0,"I have just watched Underworld for the second time, and I was gratified to discover that it was every bit as good as I remembered - if not more so. No two ways about it; this is one terrific movie.The action scenes and some of the special effects could be better, but the movie has utterly superb style, mood, plot and acting! The story itself is probably the best vampire-slash-werewolf story I've encountered (though admittedly I don't know many, as I'm not really a horror fan), and the ending is just fabulous.I also just love the thing about the chief vampires sleeping for predetermined periods of time, and are then revived - this is incredibly cool.And the whole thing is borne aloft by the great skill of the British lead actors - particularly hard-hitting cutie Kate Beckinsale, wild-eyed Michael Sheen and that late bloomer of a genuine acting icon, Bill Nighy, who gives an unflinching performance.It won't be long now till Underworld: Evolution comes out - and I'm just thrilled at the prospect of seeing more of this stylish world! If they can fulfill my expectations of the sequel, I will be making an upward correction of my rating of this movie from 8 to 9, because then we'll have a larger universe which makes sense in a larger context. That's how a good movie franchise should function.Crossing fingers!",71,107,False
