movie_id,title,rating,comment,helpful_count,helpful_total,has_spoiler
tt0320691,Original Vampire & Werewolf film,10.0,"I loved Underworld. But I love most decent Vampire or Werewolf films, so that's a bit biased, eh? Ba",42,64,False
tt0320691,This movie was a complete BUST,1.0,Underworld was a travesty.A complete and utter travesty.This movie was touted as featuring a battle ,24,57,True
tt0320691,Should be a comic book,9.0,"For all I know, there could already be a comic book in the works for the vampire-werewolf fantasy, """,32,57,False
tt0320691,Not Good At All,1.0,"*Minor Spoilers - don't worry, you spot them coming a mile away*Some of the fights were decent. The ",24,54,True
tt0320691,I have been mugged at the movies!,1.0,I am stunned and horrified to read the comments on this movie.I can scarcely find words to describe ,24,53,False
tt0320691,Gothic Gangster Movie Kills.,8.0,"""Underworld"" culls two races from mythology, vampires and werewolves, and has them co-existing in th",25,44,True
tt0320691,Worst cinematic experience in a very long time.,1.0,"I really think that this movie was made for young, self-centered people with no knowledge of the vam",16,40,False
tt0320691,a real stinker,1.0,"Maybe i was just in an extra critical mood when i saw this movie, but i think its just terrible; bad",17,39,False
tt0320691,Stolen and cliche-filled,1.0,"I swear this is the single one film that made me throw up my hands and yell ""what's the use?"" It is ",15,36,True
tt0320691,Underworld,,Movies like Underworld just don't end up with the calibre of actor that Underworld has under normal ,28,35,False
tt0320691,What Kate did. Oh dear look what Kate did next..,1.0,I had the misfortune to endured 15 minutes of Underworld last night. Not even the lovely (but talent,15,31,True
tt0320691,Bela Lugosi's Dead,1.0,Now don't get me wrong -- an epic battle between vampires and werewolves has a lot of potential for ,13,31,False
tt0320691,"Nice, underrated movie",,"I am surprised to find that at the time I cast my rating, this movie only got a 6.3/10. I think it i",16,29,True
tt0030044,Errol Flynn's Best Performance,,The Dawn Patrol - based on a book my John Monk Saunders is the story of a RFC squadron in France dur,57,61,False
tt0030044,Flynn shines in serious drama of WWI aviators.,7.0,"DAWN PATROL was a forerunner of the ""men facing war"" kind of dramas that became a steady source of e",36,37,False
tt0030044,One of the very best of all war films,10.0,"The Dawn Patrol, one of Director Eddie Goulding's very finest, is as tense and tightly wound as the ",32,36,False
tt0030044,"Exciting & Anguishing Film About ""the next man who dies""",10.0,"I first saw this movie when I was 16, and didn't understand a lot of its subtleties; I just thought ",33,34,False
tt0030044,Flynn in Excellent Drama of WWI Aviators.,,"THE DAWN PATROL, Errol Flynn's final film of his busiest year as an actor (1938), is a fascinating c",29,32,False
tt0030044,Since the aerial stuff was already done.,8.0,Warner Brothers more than most of the other major studios had a habit of simply recycling the old pl,29,31,False
tt0030044,Basil's Satisfactory Revenge On Errol,10.0,I have often felt that had history been kinder there would have been no major wars affecting the glo,23,26,True
tt0030044,surprisingly engaging.,8.0,"I don't have a lot to say about this movie.  Errol Flynn is excellent as Captain Courtney, and the r",16,16,False
tt0030044,Superior clone of the 1930 version,8.0,This is a stirring and exciting story of the courage shown by pilots who know they or their friends ,15,15,False
tt0030044,Brave young pilots who defended their country in WW1,10.0,A very action-packed drama about First World War British flyers and the risky aerial fighting they u,11,13,False
tt0030044,The Dawn Patrol flies high,10.0,"One of the very few classic World War I adventures, the work of swashbuckling Errol Flynn, the staid",8,12,False
tt0030044,Roaring through the dawn,10.0,"Being someone who likes Errol Flynn, David Niven and Basil Rathbone and who has liked/loved a good d",11,11,False
tt0030044,The real thing,10.0,My father was the pilot of the plane that flew directly at the blimp when it exploded (allegedly on ,6,11,False
tt0030044,An excellent film about the anguish commanders have when sending pilots into battle and how the pilots cope with their fear and anger.,7.0,"Wartime commanders have the nasty job of sending men to do battle, often resulting in their death.  ",9,11,True
tt0030044,Bloody Hell!,6.0,"Fast-paced yarn of the Royal Flying Corps in 1915 France. The crates are falling apart, the death ra",1,10,True
tt0030044,"Good Remake, but not better",6.0,"In France for service in the Great War (aka World War I), handsome pilot Errol Flynn (as Dick Courtn",6,9,False
tt0030044,"""Here's to the Next Man that Dies.""",9.0,"""The Dawn Patrol"" came out at a strange time: a few years later and it would have been a product of ",8,9,False
tt0030044,Shameless.,4.0,"Shameless, inept and carelessly shot rear screen projection, gypped aerial scenes, horrendous overac",0,8,False
tt0030044,Errol in the air,7.0,"Clear eyed depiction of the cost and dangers for bombers during wartime. Errol Flynn is very good, a",8,8,False
tt0030044,Incredibly realistic and touching WWI movie,9.0,"Although I'm a classic movie aficionado and have seen more old movies than anyone I've ever met, I'd",6,6,False
tt0030044,Great WW1 drama,8.0,"Great WW1 flying drama. A remake of Howard Hawks' ""The Dawn Patrol"" (1930) (sometimes known as ""Flig",5,6,False
tt0030044,War?,7.0,"One of the last movies before WWII to have a ""futility of war"" theme like All quiet on the Western F",5,6,False
tt0030044,Good movie like they don't make them anymore,9.0,"What can you say, Errol Flynn, can't get much better as that. Absolutely great actor. Maybe not perf",3,6,False
tt0030044,Dawn Patrol-It's Honor and Duty Above All **1/2,5.0,"Flying aces go out on World War 1 missions, while they know that many of them shall not return, espe",1,6,True
tt0030044,Haunting question,10.0,"As indicated, David Niven is thought dead by Flynn and Rathbone.  Shortly thereafter, while Flynn an",3,6,False
tt0020836,Better than you've been led to expect,7.0,"Much has been said about Lew Ayres being miscast in this film, but I don't agree. The notion that a ",33,36,False
tt0020836,Some memorable gangster cliches began in this movie.,,I first wanted to viddy this interesting piece of sinny because it offered a pre-PUBLIC ENEMY look a,25,30,False
tt0020836,Enjoyable vintage gangster movie,8.0,This was better than I had expected. Maybe not quite up there with Public Enemy and the original Sca,17,17,False
tt0020836,If Only Cagney Were in the Lead,,"Doorway to Hell, The (1930) ** 1/2 (out of 4) Early gangster picture from Warner tells the rise and ",10,17,False
tt0020836,early screen appearances by later stars - good story,8.0,"A pretty good crime drama of its time, on a par with PUBLIC ENEMY, LITTLE CEASAR, and others of the ",14,17,False
tt0020836,Like a crystal Ball.,7.0,"To see this movie on the Big Screen(like my Father,his uncles, and my Grandfathers did)would have be",12,17,False
tt0020836,Future Star Material,3.0,The Doorway to Hell is yet another step up the ladder for James Cagney as the Brothers Warner discov,7,15,False
tt0020836,"""You were safe in jail, now it's just too bad.""",7.0,"Though he drops a couple of notches in the screen credits from his first picture, ""Sinners' Holiday""",14,15,True
tt0020836,Great Classic Actors Just Starting their Careers!,10.0,This is truly a great film and was very well produced considering it was in the early 30's.  Lew Ayr,9,15,False
tt0020836,Lew Ayres works as the lead in this film.,8.0,. even though many people complain that the role should have gone to Cagney. Ayres' baby-faced good ,11,11,False
tt0020836,Not bad--just a bit creaky with age,7.0,This is a very early talkie gangster film. Because it was made only a few years after talking pictur,7,11,True
tt0020836,under-rated,,Fine early talkie that belongs along side Little Caesar and The Public Enemy as the gangster films t,8,11,False
tt0020836,"Cagney strong, but Ayres miscast and Elliott weak",6.0,"This pre-Code gangster movie is interesting primarily because of James Cagney, who is in a supportin",9,10,False
tt0020836,Blueprint for the 'Big Three',9.0,When I refer to the 'Big Three' I am of course referring to the holy trinity of early 1930's gangste,9,10,True
tt0020836,When Lew Ayres Was Hollywood's Golden Boy,8.0,"In 1930 Lew Ayres was Hollywood's golden boy having scored a huge success in ""All Quiet on the Weste",6,8,True
tt0020836,Lew Ayres and James Cagney are the big draw for this movie.,3.0,Doorway to Hell is geared towards the baby-boomers and maybe those in their late 40s. Lew Ayres and ,3,7,False
tt0020836,This just goes to show what organization will do!,7.0,(There are Spoilers) Rarely seen and almost forgotten early gangster film that in fact was the first,6,6,True
tt0020836,Excellent version of a much-copied script,7.0,Based on the movies TCM showed tonight. Hollywood has filmed this story of an Al Capone-type organiz,3,5,False
tt0020836,Young Lew Ayres and James Cagney,9.0,"If Lew Ayres hadn't refused military service during World War 2, he'd be remembered as one of the sc",4,5,False
tt0020836,Lacks Needed Grit,,"Plot-- A youthful gangster consolidates warring mobs in his city, turning them into a single money-m",3,5,False
tt0020836,A fairly good early talkie,7.0,A fairly good early talkie gangster flick. I caught this film on TCM late last night and was thoroug,3,5,False
tt0020836,early Cagney,7.0,Louie Ricarno (Lew Ayres) leads a bootlegging gang in Chicago with his right hand man Steve Mileaway,4,4,False
tt0020836,Gangster Flick that wins,10.0,This is one of the early films that came shortly after the birth of the Talking Movies came about Le,2,4,False
tt0020836,Early Cagney in gangland flick.,6.0,Warner Brothers and producer Darryl F. Zanuck cast James Cagney in his second film role; a Lew Ayres,3,4,True
tt9526392,A True Portrait of an Artist,8.0,Director Mario Martone decided to illustrate the always articulated and complex essence of the Artis,11,13,False
tt9526392,Great performance by Toni Servillo,8.0,"QUI RIDO IO (2021), a film by Italian director Mario Martone, can be summed up in two words: Toni Se",5,5,False
tt0022286,A Thug's Life,8.0,"THE PUBLIC ENEMY (Warner Brothers, 1931), directed by William A. Wellman, is a prime example of how ",70,93,False
tt0022286,"As a tsunami, nothing was able to stop Cagney once he was aroused, and no one even thought to try",8.0,"""Public Enemy"" brought two things to the screen: the little tough guy, fast-talking, unscrupulous ga",72,80,False
tt0022286,Great film from the beginnings of the gangster-movie-genre,8.0,"""The Public Enemy"" is one of the starting points of the great season of gangster movies, a very inte",50,60,False
tt0022286,"""I Ain't So Tough.""",9.0,"The Public Enemy, along with Little Caesar and Scarface, set the standard for the gangster film. Tho",46,54,False
tt0022286,Cagney Makes This One Of The Best Classic Era Crime Movies Ever,10.0,"Once again, Jimmy Cagney struts his stuff.and makes a big name for himself in the very early part of",41,52,False
tt0022286,83 minutes of Cinematic Bliss,,Larger than life classic that chronicles the life of a street hustler turned crime lord in prohibiti,37,43,False
tt0022286,the prototype for gangster films to follow,7.0,"""The Godfather"" trilogy and ""Goodfellas"" owe a lot to this gangster film that preceded them both by ",33,40,False
tt0022286,"Still riveting, over 70 years later!",9.0,Most films made in the early 30s are entertaining only as period pieces that give us a glimpse into ,32,38,False
tt0022286,Tom's coming home,9.0,I think this is a great James Cagney movie and a great gangster movie. Scarface and Little Caesar we,21,28,False
tt0022286,Powerful portrait of the rise and fall of a nasty gangster extraordinarily performed by James Cagney,7.0,This is one of the great early talkies and still a highly watchable movie ; it results to be one of ,17,21,False
tt0022286,Grapefruit anyone?,8.0,"This was the film that made James Cagney a star. In a surprise move, Warner Brothers made him switch",18,21,True
tt0022286,A brilliant study of Mob Rule in the 1920's,8.0,The Public Enemy is more than just a story about the rise and fall of a crimean lord in the 1920's. ,13,20,False
tt0022286,One of the greatest films of its time,9.0,"This is the film that made Jimmy Cagney a star and, along with LITTLE CAESAR and SCARFACE (with Paul",13,19,True
tt0022286,One of the Great Early Gangster Films,8.0,"A young hoodlum (James Cagney) rises up through the ranks of the Chicago underworld, even as a gangs",15,17,False
tt0022286,"check out the far superior Little Caesar,starring Edward G. Robinson",4.0,"for a number of reasons,this James Cagney vehicle just didn't do it for me.i found it dreary and dep",6,16,False
tt0022286,"Historic, but dull",5.0,"Well, I guess I'm in the minority on this one. Of the 6 films in the WB Gangster box set (which I pi",8,16,False
tt0022286,I Don't Get It,3.0,Why are these really old gangster movies heralded as classics??;Watching these movies is pure tortur,3,15,False
tt0022286,"Classic Cagney, Otherwise a Curiosity",,"Two brothers grow up in an urban neighborhood. The good one joins the army, while the other embarks ",11,15,True
tt0022286,Worth seeing for Cagney's performance alone.,6.0,"I like this movie as much as the next guy, but face it: if not for Cagney, this film would hardly be",11,14,False
tt0022286,"""The meanest boy in town""",8.0,"In the early days of the talkies, a somewhat panicky film industry drafted in players from the theat",11,12,False
tt0022286,An Original Ethnic Mobster.,8.0,"Compared to Mervyn LeRoy's ""Little Caesar"", ""The Public Enemy"" is a little more -- well, I don't wan",10,12,True
tt0022286,"""Remember this boys, you gotta have friends.""",9.0,"This movie offers the quintessential Cagney, by the lamp post in the rain, a tense close up that sig",9,12,True
tt0022286,What do Al Jolson and Wild Bill Wellman have in common?.,8.0,. They both saw something in James Cagney. Jolson saw Cagney in a stage production he liked so much ,10,10,False
tt0022286,Giving Your Favourite Gal A Grapefruit Facial,4.0,"After watching 1931's ""The Public Enemy"" - I'm sure you'll agree with me on one thing - There's noth",5,9,False
tt0022286,"Hogarth's ""Good Apprentice and Bad Apprentice"" brought up - to - date.in a manner of speaking.",10.0,"SCARFACE was a study of a truly monstrous, violent malefactor - a kingpin of crime. LITTLE CAESAR to",6,9,True
tt0022403,Very watchable even after all these years,7.0,This is not exactly the sort of film you'd expect from Edward G. Robinson in 1931. While he was well,32,35,False
tt0022403,Robinson Riveting Once More; Cagney A Bonus In Here,9.0,Two very famous little guys playing cocky guys - Edward G. Robinson and Jimmy Cagney; who could ask ,29,30,False
tt0022403,She Done Him Wrong,8.0,The only film ever to star both Edward G and Jimmy Cagney together.  Made in 1931 during the Warner ,25,27,False
tt0022403,A Historic Screen Teaming,7.0,Smart Money is famous for the teaming of Edward G. Robinson and James Cagney in the only time they s,17,20,False
tt0022403,"A smart, fast, well constructed movie, with a shining Edw G. Robinson",7.0,Smart Money (1931)A clever story about crime and misguided love (quasi-love) and about the love of m,19,19,False
tt0022403,"""Mr. Nick, you sure is one lucky white man.""",6.0,You might expect the only screen pairing of Edward G. Robinson and James Cagney to be a hard edged g,8,16,True
tt0022403,Edward G. Robinson as a kinder gentler gangster,7.0,"1931's ""Smart Money"" is the only time Edward G. Robinson and James Cagney were paired in a film. Rob",15,15,False
tt0022403,"OF COURSE ""Warner Bros."" flicks are made to WARN Americans . . .",8.0,". . . of our upcoming Calamities, Catastrophes, Cataclysms, and Apocalypti, often for the Great-Gran",4,13,True
tt0022403,YIddish and other dialect used?,6.0,It seems that several cast members sneak a lot of Yiddish within some of the quick dialog. I know th,6,13,False
tt0022403,Eddie G & Jimmy C What more could an audience ask for?,7.0,"Smart Money is essentially a tale about the evils of gambling, and demonstrates the truth in the phr",6,11,True
tt0022403,"Smart Money, a Wise Choice",8.0,"Robinson is a barber who owns his own barbershop, but who goes off to gamble with some real card-sha",10,10,False
tt0022403,"""I always Had a Weakness for Women""",6.0,This is a nicely tailored story about the rise of Nick the Barber( a real barber)from the small gamb,10,10,False
tt0022403,Dames done him in.,7.0,"The same year that he starred in Little Caesar and Five Star Final, Robinson made the Oscar-nominate",6,9,False
tt0022403,Watch out for the girls,6.0,"Edward G (Nick the Barber) is top dog in a small town when it comes to gambling. His pals, including",2,7,False
tt0022403,"""I'm glad you got rid of that ghost. That dame gave me the creeps.""",6.0,Small-town barber Nick Venizelos (Edward G. Robinson) is very lucky at gambling. So lucky that his f,3,7,False
tt0022403,Cagney and RobinsonOnly Screen PairingIt's Pre-Code Gangster Lite,7.0,Fluffy and Breezy Pre-Code Star-Combo Featuring Robinson and Cagney in a Somewhat Whimsical Tale of ,3,6,False
tt0022403,Fun Film,,Smart Money (1931) * (out of 4) Nick the Barber (Edward G. Robinson) is a whiz gambler but doesn't h,4,6,False
tt0022403,Smart and tough,8.0,It is hard to resist a film with a title like that. It is also difficult to resist seeing Edward G. ,3,5,False
tt0022403,Two of the best,10.0,"So here we get to see the first and last time James Cagney and Edward G Robinson are teamed up, simp",4,5,False
tt0022403,Robinson & Cagney.,6.0,Edward G. Robinson and Jimmy Cagney team up in their only picture together(strangely enough). Robins,5,5,False
tt0022403,The most underrated movie on the entire site,9.0,This is the only movie ever made with both Edward G. Robinson and James Cagney on the screen togethe,3,4,False
tt0022403,Good and entertaining story,6.0,"I just watched SMART MONEY for the first time, and much enjoyed it. Robinson is superb as Nick the B",3,4,False
tt0022403,Robinson and Cagney in their only film.,7.0,"Whilst ""Smart Money"" was being filmed, Edward G. Robinson had become a star at ""Warner Bros,"" thanks",4,4,False
tt0022403,You've got to know when to fold.,6.0,A mildly comedic drama directed by Alfred E. Green. A selling point is a the first and only time scr,4,4,True
tt0078950,Very disappointed.,9.0,.with the rating of this masterpiece. A 5.8/10? -_- I am upset about this.What you have here is an e,44,61,False
tt0078950,"A true tearjerker, I have never cried so much in a film",10.0,This is arguably Jon Voight's finest acting performance with the possible exception of The Odessa Fi,48,56,False
tt0078950,One of the most heart-rending films in the history of films,10.0,I first watched this film in 1980 as a five year old with my gran and we managed to distort the cred,44,53,False
tt0078950,an emotional masterpiece,10.0,"Unlike many of the critics who saw this movie and hated it, obviously these so called ""film critics""",36,50,False
tt0078950,One of the best I have ever seen! A must for the top 250!,10.0,I cannot believe the rating this movie is only a 5.8. Have they seen the same movie as I have? I hav,39,47,False
tt0078950,Excellent,9.0,"After seeing this movie again (it's been over 20 years), I can't think of enough positive things to ",35,40,False
tt0078950,Cry much?,10.0,"If you are not in tears at the end of this movie, go see the Wizard, cause you have no heart!Cute li",28,39,False
tt0078950,Well done but horribly manipulative,3.0,Details are a little vague (I saw this back in 1979) but here's what I remember: Story about an ex-b,16,30,False
tt0078950,The Champ is one of the Greatest Films ever,,The Champ is the most beautiful Father & Son story I have ever seen. The films emotional ending will,18,28,False
tt0078950,"The most EMOTIONAL movie ever made, A 10-hanky MUST-SEE!",,"Once upon a time, when I was 10 years old, my father took me from playing with my friends to see thi",19,28,False
tt0078950,I can appreciate a good drama but this movie simply isn't good.,5.0,"""The Champ"" is a completely over the top over-dramatized production that might be emotional for some",8,26,False
tt0078950,Stocked with sap.,3.0,"Remake of the 1931 chestnut involving an ex-boxer, who now trains horses, coaxed back into the ring ",10,23,False
tt0078950,Another Classic !,10.0,"In the whelm of movies that typify that perfect father-son relationship, this is one of the best.  T",16,22,False
tt0078950,Gentle updating of classic story,1.0,"Zefferelli's masterpiece went unappreciated in 1979, and is just now being re-discovered.  This is a",3,19,False
tt0078950,re: top 250 - Please vote!,10.0,I am really in shock that movies like this aren't in the top 250 films. How could Lord of the Rings ,7,16,False
tt0078950,They Don't do movies like this anymore,10.0,I was 9 when I first saw this movie and still remember trying to hold my tears at the movie theather,10,16,False
tt0078950,The Champ is One-Dimensional,5.0,"""We did some silly things. Who knows why people do what they do? Nobody knows that, but she's. she's",6,15,False
tt0078950,"'Sport, Fathers and Death' the holy trinity for tears",10.0,"I don't remember the name of the journalist who spoke this statement, but I want to say a big amen t",10,14,True
tt0078950,One of my all time favorite movies.,10.0,"This movie has been accused of being overly-sentimental. That's probably true. Nonetheless, I am una",8,14,False
tt0078950,The Champ (1979),2.0,"Directed by Franco Zeffirelli. Starring Jon Voight, Rick Schroeder, Faye Dunaway, Arthur Hill, Jack ",5,13,False
tt0078950,Euro + Hollywood = failure,4.0,"""The Champ"" is a weird amalgamation of European style film-making with Hollywood pathos.Going in, I ",4,12,False
tt0078950,Has-Been's Comeback,2.0,"""The Champ"" is the most disgraceful sort of manipulative melodrama. A pointless remake of a has-been",4,12,False
tt0078950,It was Great!,9.0,"This movie is a real gem. ""The Champ"" is like the modern-day version of ""Paper Moon"". Only closer to",7,12,False
tt0078950,Ricky Schroder steals the show,8.0,"this remake of the 1931 film of the same name,is pretty darn impressive.just like the original film ",8,11,False
tt0078950,Not as good as the orriginal.,,"Wallace Beery in ""The Champ"" did a much better job than Jon Voight and the film was overall way bett",3,11,False
tt15514606,Racist much?,5.0,"I thoroughly enjoyed this cute kdrama up until episode 24. In it, there is a scene where the male le",20,37,False
tt15514606,Bad TV Drama,,"Too much screaming, yelling, stupidity, conniving, backstabbing scenes, which is the writer Kim Sa K",11,26,False
tt15514606,Wow.just WOW!,3.0,This went from ridiculous to absolutely absurd the further you got into the series. I get that the K,18,19,False
tt15514606,A Train Wreck that you can't stop watching,9.0,"This is by far the campiest , trope ridden drama I have even seen; it tops Heirs in over the top. It",15,17,False
tt15514606,A GLORIOUSLY ABSURD FARCE,10.0,Be ready to throw things in desparate loathing at those characters you love to hate! (I suggest sock,14,17,False
tt15514606,Gets worse at each episode,4.0,"It started ok but managed to get worse at each new episode. Too much tears from the main character, ",8,14,False
tt15514606,"I love Dan Dan, Mr Lee and the kids",10.0,"The love they have for each other is beyond, irrespective of the obstacles, challenges, pain and hur",6,9,False
tt15514606,Just for the kids !,5.0,I watch only for the kids ! Hats off to their acting . Everything else goes downwards. The leading l,4,9,False
tt15514606,Compellingly absurd.,7.0,South Korea must be like some bizarre parallel universe. A major crisis ensues because Dan Dan is 27,8,8,False
tt15514606,Most Despicable Drama in 2022,7.0,The characters were so despicable I could barely watch it. I never looked to see how many episodes t,3,8,False
tt15514606,Worst script writer and director!,2.0,Most of the low comments and feedback has my resounding yes and have summarised my thoughts and feel,4,7,False
tt15514606,Addictive!,10.0,"Oh my gosh I can't stop watching this drama. I don't care what the haters say, this drama is so ridi",7,7,False
tt15514606,Not what I expected,8.0,"This was good, not your everyday drama & could have been some better , but certainly wasn't the wors",4,7,False
tt15514606,I cant believe i finished watching this!,1.0,"Started off good, I liked most characters then slowly i hated them one by one, i never used a fast f",4,6,False
tt15514606,Worst K Drama ever !,1.0,The worst K Drama ever. If i could give MINUS stars i would. Just a Terrible script and direction NO,2,6,True
tt15514606,Korean Soap Opera,6.0,This is basicaly Korean Soap Opera mixing and throwing every twist and plot that you can imagine exc,4,6,False
tt15514606,One rule for one.,5.0,Why is it when the woman in it falls for a bloke just 7 years younger (she's 36 he's 29) it's almost,3,5,True
tt15514606,Was this paid per episode??,2.0,"This drama was unbearable, I could not endure this until the end, or either that, I would rather end",1,3,True
tt15514606,Romcom with a lot of drama,9.0,"From memory loss to extreme lengths to cause confusions, fun family series that keeps you on your to",3,3,True
tt15514606,"Loved Dan-dan, Young-suk & his kids relationship!",8.0,"SPOILER ALERT;This drama is actually good, the main plot is love between a wealthy older man Young-s",3,3,True
tt15514606,Plot had potential at the start but everything just went downhill,2.0,"The plot had a good potential at the start, but the bad reviews were right, it gets worse as the sto",2,2,False
tt15514606,Fast forward and never look back,1.0,I understand that the positive reviews come from people who can value this show as extreme satire - ,1,2,False
tt15514606,The secondary couples are more interesting than the main couple,7.0,This popular family drama provides lots of laughs and a story that keeps you watching for 52 episode,2,2,True
tt15514606,Hoping for season 2!,10.0,Loved this story and the characters. The acting was amazing across the board and the chemistry was o,2,2,True
tt15514606,Brilliant storyline,10.0,"Honestly, this series made my day everday. I love how the writer was able to put all those twists to",1,1,False
tt0022430,A Very 'Original' And Entertaining Film,7.0,"This is one of those films that looks so ""dated"" that being that way is part of the fun. You see and",27,30,False
tt0022430,"Oh, Please",4.0,"Warner Brothers social responsibility at its most ham-handed, with sermonizing every five minutes or",5,25,False
tt0022430,Xenophobic and Predictable Crime Drama,4.0,All those who criticize The Sopranos for its stereotypical portrayals of Italians haven't seen anyth,6,15,False
tt0022430,You'll be rooting for the mobsters,3.0,"Aside from a few good moments of fairly raw violence, this painful film is most notable for making 6",4,14,False
tt0022430,Interesting film that points up the need to sometimes face temporary personal risk in return for the greater good,8.0,"This film, an early William Wellman, has an important message, particularly today.  It posits the no",9,12,False
tt0022430,A terrific little film without a wasted moment in its 68 minutes.,,"Inexpensive but carefully made, this story of a New York family threatened by gangsters is sharply e",9,11,False
tt0022430,Good triumphs over bad again!,6.0,"This movie directed by William Wellman is nothing elaborate or scenic, but a real good feel good pic",7,10,False
tt0022430,Desperate hours.,7.0,".Our the grandpa's hour.More than the gangsters ,it's a detailed depiction of an American family cir",8,9,False
